"cell","X","Y","Z"
"ID_23760","46.0970272291027","14.990958387184802","23.462264150943398"
"ID_23795","42.875497420951966","14.190014190014189","25.0"
"ID_23761","47.42655228092121","17.994775276328674","23.631067961165048"
"ID_23800","48.775311933206666","19.569493253703783","25.0"
"ID_23753","33.44253344253344","10.024176690843358","23.453703703703702"
"ID_23719","31.108654961865973","11.676066721938282","21.642201834862384"
"ID_23796","39.914250440566235","15.067909804751912","25.0"
"ID_23768","37.167465738894315","14.86158629015772","24.885714285714286"
"ID_23758","34.748111671188596","12.820397435782052","23.0"
"ID_23755","38.51025590156025","11.912294520990173","23.77173913043478"
"ID_23737","44.31186249368068","12.109103018193926","22.858585858585858"
"ID_23736","41.11367747731384","11.726894843777961","22.87012987012987"
"ID_23691","45.1430357972414","34.692931889193574","19.88785046728972"
"ID_23747","46.383534755627785","32.33724163956722","22.25581395348837"
"ID_23748","49.40891016840384","32.754336551804904","22.949367088607595"
"ID_23787","50.201858712497014","29.696199908965866","24.372340425531913"
"ID_23621","40.176040176040175","37.37121384180208","15.894117647058824"
"ID_23660","43.252627522290446","36.66542992385689","17.10112359550562"
"ID_23565","44.22085503166585","35.54760311517068","12.666666666666666"
"ID_23638","46.61931491199784","35.52003552003552","16.585365853658537"
"ID_23654","52.15901215901216","32.06235206235206","17.272"
"ID_23710","51.92795890470309","31.131659038635785","20.689922480620154"
"ID_23582","48.522905665762806","34.269677126819985","13.0"
"ID_23618","50.89811907993726","33.76435194617013","15.011363636363637"
"ID_23512","33.08163308163308","34.1052341052341","9.133333333333333"
"ID_23514","35.68958625138401","34.07261834228127","9.44943820224719"
"ID_23515","37.206855388673574","36.16776344049072","9.196969696969697"
"ID_23548","40.49209931562873","36.91459573812515","11.279411764705882"
"ID_23533","30.56418985622526","36.67304552260305","10.345132743362832"
"ID_23516","26.727257496488267","37.71834541065311","9.0"
"ID_23584","33.46538230259161","37.94027049841003","13.011627906976743"
"ID_23585","37.02670369337036","37.98087131420465","13.574074074074074"
"ID_23492","17.217140504811738","31.30893541852446","7.0"
"ID_23495","19.972914709756818","32.77187487713804","7.697368421052632"
"ID_23497","24.734856195530355","33.654977475202195","7.955056179775281"
"ID_23506","22.438703757385078","34.98629872256246","8.483516483516484"
"ID_23469","15.315532556911869","24.635197048990154","6.206896551724138"
"ID_23470","18.891130002241116","27.1000271000271","6.345679012345679"
"ID_23473","27.03842703842704","27.727227727227728","6.946666666666666"
"ID_23471","23.437381927947968","27.53153696549923","6.0"
"ID_23494","27.432027432027432","31.96387811772427","7.0"
"ID_23475","24.702656281603648","31.026346815820503","6.0"
"ID_23491","32.82431853860425","30.672498204965738","7.0"
"ID_23493","30.072302799575528","31.847759120486394","7.0"
"ID_23675","26.82970424905909","38.17358656068333","18.096774193548388"
"ID_23674","22.92752292752293","35.9025359025359","18.0"
"ID_23715","21.155213462905774","36.37994022609408","20.826923076923077"
"ID_23717","23.98462575453726","37.69490495154212","20.371681415929203"
"ID_23620","22.56654430567474","36.5408191495148","15.417391304347825"
"ID_23602","25.356131550821818","38.44278180561366","14.690265486725664"
"ID_23622","29.65441321605705","38.73949079428532","15.054794520547945"
"ID_23583","27.890694557361222","36.816036816036814","13.644444444444444"
"ID_23765","33.535866869200206","31.91753191753192","23.60185185185185"
"ID_23749","31.001117957639696","33.26188108796805","22.42391304347826"
"ID_23809","40.08625959845472","26.196611562465222","25.0"
"ID_23810","36.31616131616131","26.30590130590131","25.0"
"ID_23706","41.61395465743292","28.040897606115","20.0"
"ID_23733","39.960039960039964","28.114166045200527","21.0"
"ID_23788","36.134530516552985","30.792165623626296","24.426966292134832"
"ID_23784","30.579653221162655","28.535122874745518","24.0"
"ID_23782","42.76675705247134","25.91102591102591","24.0"
"ID_23781","46.148176989298484","25.463296491333875","24.38317757009346"
"ID_23786","41.91357132533603","29.191793897676252","24.352941176470587"
"ID_23789","38.97597304190711","30.961019972008984","24.65934065934066"
"ID_23814","47.98079424945097","27.913460749281644","25.26865671641791"
"ID_23815","45.63004563004563","29.50627950627951","25.0"
"ID_23791","43.82040096325811","32.31324659896089","24.095238095238095"
"ID_23792","41.0224986496173","34.404441184102204","24.372881355932204"
"ID_23714","29.314473758918204","36.253369586702924","20.0"
"ID_23692","29.75644766689543","38.76988951615817","19.0"
"ID_23735","32.61147839461093","36.43485571196415","21.0"
"ID_23793","35.13227393824408","34.691676482721256","24.029850746268657"
"ID_23794","38.37679894017922","34.7083445674995","24.140845070422536"
"ID_23718","36.18955542032465","38.07003807003807","20.33653846153846"
"ID_23716","39.33111075968219","36.44789359075074","20.952380952380953"
"ID_23734","42.43574556074556","35.258238383238385","21.3359375"
